dhatu_hk	gana	pada	meaning_en	number	dhatu_slp1	dhatu_with_anubandha
aMsa	10	ubhayapada	samAghAte	0460	aMsa	aMsa
aMh	10	ubhayapada	bhASArthaH ca	0328	aMh	ahi!
aMh	1	atmanepada	gatau	0722	aMh	ahi!
ak	1	parasmaipada	kuTilAyAM gatau	0901	ak	aka!
akS	1	parasmaipada	vyAptau	0742	akz	akzU!
ag	1	parasmaipada	kuTilAyAM gatau	0902	ag	aga!
aGka	10	ubhayapada	pade lakSaNe ca	0473	aNka	aNka
aGk	1	atmanepada	lakSaNe	0092	aNk	aki!
aGga	10	ubhayapada	pade lakSaNe ca	0474	aNga	aNga
aGg	1	parasmaipada	gatyarthaH	0155	aNg	agi!
aGgh	1	atmanepada	gatyAkSepe gatau gatyArambhe cetyapare	0115	aNG	aGi!
ac	1	ubhayapada	gatau yAcane ca ityeke	0999	ac	acu!
aj	1	parasmaipada	gatikSapanayoH	0262	aj	aja!
aJc	1	ubhayapada	gatau yAcane ca ityepare	1000	aYc	aci!
aJc	1	parasmaipada	gatipUjanayoH	0998	aYc	aYcu!
aJc	10	ubhayapada	vizeSaNe	0266	aYc	aYcu!
aJj	10	ubhayapada	bhASArthaH ca	0316	aYj	aji!
aJj	7	parasmaipada	vyaktimrakSaNakAntigatiSu vyaktimarSaNakAntigatiSu	0021	aYj	aYjU!
aT	1	parasmaipada	gatau	0332	aw	awa!
aTT	10	ubhayapada	anAdare	0037	aww	awwa!
aTT	1	atmanepada	atikramaNahiMsanayoH atikramahiMsayoH	0287	aww	awwa!
aD	1	parasmaipada	udyame	0414	aq	aqa!
aDD	1	parasmaipada	abhiyoge	0403	aqq	aqqa!
aN	1	parasmaipada	zabdArthaH	0512	aR	aRa!
aN	4	atmanepada	prANane	0071	aR	aRa!
aNTh	1	atmanepada	gatau	0294	aRW	aWi!
at	1	parasmaipada	sAtatyagamane	0038	at	ata!
ad	2	parasmaipada	bhakSaNe	0001	ad	ada!
adD	1	parasmaipada	abhiyoge	0403	adq	adqa!
i	2	atmanepada	adhyayane nityamadhipUrvaH	0041	i	iN
i	2	parasmaipada	smaraNe ayamapyadhipUrvaH	0042	i	ik
anurudh	4	atmanepada	kAme	0070	anuruD	anuruDa!
an	4	atmanepada	prANane ityeke	0072	an	ana!
an	2	parasmaipada	ca prANane	0065	an	ana!
ant	1	parasmaipada	bandhane	0063	ant	ati!
and	1	parasmaipada	bandhane	0064	and	adi!
andha	10	ubhayapada	dRSTyupaghAte upasaMhAra ityanye	0471	anDa	anDa
abhr	1	parasmaipada	gatyarthaH	0637	aBr	aBra!
am	1	parasmaipada	gatyAdiSu gatau zabde sambhaktau ca	0536	am	ama!
am	10	ubhayapada	roge na mit 1950	0245	am	ama!
amb	1	atmanepada	zabde	0438	amb	abi!
ambh	1	atmanepada	zabde kvacitpaThyate	0448	amB	aBi!
ay	1	atmanepada	gatau	1031	ay	aya!
ay	1	ubhayapada	gatau	0546	ay	aya!
ark	10	ubhayapada	stavane	0145	ark	arka!
argh	1	parasmaipada	mUlye	0185	arG	arGa!
arc	1	parasmaipada	pUjAyAm	0232	arc	arca!
arc	10	ubhayapada	pUjAyAm	0340	arc	arca!
arj	1	parasmaipada	arjane	0256	arj	arja!
arj	10	ubhayapada	pratiyatne sampAdane ca	0250	arj	arja!
artha	10	atmanepada	upayAcJAyAm	0447	arTa	arTa
ard	10	ubhayapada	hiMsAyAm	0365	ard	arda!
ard	1	parasmaipada	gatau yAcane ca	0057	ard	arda!
arb	1	parasmaipada	gatau	0481	arb	arba!
arv	1	parasmaipada	hiMsAyAm	0667	arv	arva!
arh	10	ubhayapada	pUjAyAm	0257	arh	arha!
arh	1	parasmaipada	pUjAyAm	0841	arh	arha!
al	1	parasmaipada	bhUSaNaparyAptivAraNeSu	0593	al	ala!
av	1	parasmaipada	rakSaNagatikAntiprItitRptyavagamapravezazravaNasvAmyarthayAcanakriyecchAdIptyavAptyAliGganahiMsAdAnabhAgavRddhiSu	0684	av	ava!
az	9	parasmaipada	bhojane	0059	aS	aSa!
az	5	atmanepada	vyAptau saGghAte ca	0020	aS	aSU!
aS	1	ubhayapada	gatidIptyAdAneSu ityeke	1030	az	aza!
as	4	parasmaipada	kSepane	0106	as	asu!
as	1	ubhayapada	gatidIptyAdAneSu	1029	as	asa!
as	2	parasmaipada	bhuvi	0060	as	asa!
ah	5	parasmaipada	vyAptau	0029	ah	aha!
Akrand	10	ubhayapada	sAtatye	0252	Akrand	Akranda!
AJch	1	parasmaipada	AyAme	0237	AYC	ACi!
Ap	5	parasmaipada	lambhane	0016	Ap	Apx!
Ap	10	ubhayapada	vyAptau	0376	Ap	Apx!
AzaMs	1	atmanepada	icchAyAm	0716	ASaMs	ASasi!
AzAs	2	atmanepada	icchAyAm	0012	ASAs	ASAsu!
Asad	10	ubhayapada	padyarthe	0368	Asad	Azada!
As	2	atmanepada	upavezane	0011	As	Asa!
ikh	1	parasmaipada	gatyarthaH	0148	iK	iKa!
iGkh	1	parasmaipada	gatyarthaH	0149	iNK	iKi!
iGg	1	parasmaipada	gatyarthaH	0163	iNg	igi!
iT	1	parasmaipada	gatau	0357	iw	iwa!
ind	1	parasmaipada	paramaizvarye	0065	ind	idi!
indh	7	atmanepada	dIptau	0011	inD	YiinDI!
inv	1	parasmaipada	vyAptau	0670	inv	ivi!
il	10	ubhayapada	preraNe	0167	il	ila!
il	6	parasmaipada	svapnakSepanayoH	0084	il	ila!
iS	6	parasmaipada	icchAyAm	0078	iz	iza!
iS	4	parasmaipada	ISa! gatau	0022	iz	iza!
iS	9	parasmaipada	AbhIkSNye	0061	iz	iza!
I	4	atmanepada	gatau	0038	I	IN
IkS	1	atmanepada	darzane	0694	Ikz	Ikza!
Ikh	1	parasmaipada	gatyarthaH	0150	IK	IKa!
IGkh	1	parasmaipada	gatyarthaH	0151	INK	IKi!
Ij	1	atmanepada	gatikutsanayoH	0207	Ij	Ija!
IJj	1	atmanepada	gatikutsanayoH ityeke	0208	IYj	Iji!
ID	10	ubhayapada	stutau	0183	Iq	Iqa!
ID	2	atmanepada	stutau	0009	Iq	Iqa!
Ir	10	ubhayapada	kSepe	0342	Ir	Ira!
Ir	2	atmanepada	gatau kampane ca	0008	Ir	Ira!
IrkSy	1	parasmaipada	IrSyArthaH	0587	Irkzy	Irkzya!
IrSy	1	parasmaipada	IrSyArthAH	0588	Irzy	Irzya!
Iz	2	atmanepada	aizvarye	0010	IS	ISa!
IS	1	parasmaipada	uJche	0780	Iz	Iza!
IS	1	atmanepada	gatihiMsAdarzaneSu	0695	Iz	Iza!
Ih	1	atmanepada	ceSTAyAm	0719	Ih	Iha!
u	1	atmanepada	zabde	1102	u	uN
ukS	1	parasmaipada	secane	0745	ukz	ukza!
ukh	1	parasmaipada	gatyarthaH	0136	uK	uKa!
uGkh	1	parasmaipada	gatyarthaH	0137	uNK	uKi!
uc	4	parasmaipada	samavAye	0135	uc	uca!
uch	6	parasmaipada	vivAse	0015	uC	uCI!
uch	1	parasmaipada	vivAse	0244	uC	uCI!
ujjh	6	parasmaipada	utsarge	0024	ujJ	ujJa!
uJch	6	parasmaipada	uJche	0014	uYC	uCi!
uJch	1	parasmaipada	uJche	0243	uYC	uCi!
uTh	1	parasmaipada	upaghAte ityeke	0852	uW	uWa!
uTh	1	atmanepada	upaghAte pratighAte	0392	uW	uWa!
udhras	10	ubhayapada	uJche ityeke	0271	uDras	uGrasa!
und	7	parasmaipada	kledane	0020	und	undI!
ubj	6	parasmaipada	Arjave	0023	ubj	ubja!
ubh	6	parasmaipada	pUraNe	0044	uB	uBa!
umbh	6	parasmaipada	pUraNe	0045	umB	umBa!
urd	1	atmanepada	mAne krIDAyAM ca	0020	urd	urda!
urv	1	parasmaipada	hiMsArthaH	0650	urv	urvI!
uS	1	parasmaipada	dAhe	0792	uz	uza!
uh	1	parasmaipada	ardane	0840	uh	uhi!r
UTh	1	parasmaipada	upaghAte	0391	UW	UWa!
Una	10	ubhayapada	parihANe	0430	Una	Una
Uy	1	atmanepada	tantusantAne	0556	Uy	UyI!
Urj	10	ubhayapada	balaprANanayoH	0023	Urj	Urja!
UrNu	2	ubhayapada	AcchAdane	0034	UrRu	UrRuY
US	1	parasmaipada	rujAyAm	0779	Uz	Uza!
Uh	1	atmanepada	vitarke	0735	Uh	Uha!
R	3	parasmaipada	gatau	0017	f	f
R	5	parasmaipada	hiMsAyAm ityeke	0038	f	f
R	1	parasmaipada	gatiprApaNayoH	1086	f	f
Rc	6	parasmaipada	stutau	0022	fc	fca!
Rch	6	parasmaipada	gatIndriyapralayamUrtibhAveSu	0016	fC	fCa!
Rj	1	atmanepada	gatisthAnArjanopArjaneSu	0200	fj	fja!
RJj	1	atmanepada	bharjane	0201	fYj	fji!
RN	8	ubhayapada	gatau	0005	fR	fRu!
Rdh	5	parasmaipada	vRddhau	0027	fD	fDu!
Rdh	4	parasmaipada	vRddhau	0160	fD	fDu!
Rph	6	parasmaipada	hiMsAyAm	0040	fP	fPa!
Rmph	6	parasmaipada	hiMsAyAm	0041	fmP	fmPa!
RS	6	parasmaipada	gatau	0007	fz	fzI!
RR	9	parasmaipada	gatau	0032	F	F
ej	1	atmanepada	dIptau	0203	ej	ejf!
ej	1	parasmaipada	kampane	0267	ej	ejf!
eTh	1	atmanepada	ca vibAdhAyAM	0300	eW	eWa!
edh	1	atmanepada	vRddhau	0002	eD	eDa!
eS	1	atmanepada	gatau	0705	ez	ezf!
okh	1	parasmaipada	zoSaNAlamarthyoH	0129	oK	oKf!
oN	1	parasmaipada	apanayane	0523	oR	oRf!
laND	10	ubhayapada	utkSepane ityeke	0014	laRq	o!laqi!
kaMs	2	atmanepada	gatizAsanayoH	0014	kaMs	kasi!
kak	1	atmanepada	laulye	0095	kak	kaka!
kakh	1	parasmaipada	hasane	0128	kaK	kaKa!
kag	1	parasmaipada	nocyate kriyAsAmAnyArthatvAt anekArthatvAdityanye	0900	kag	kage!
kaGk	1	atmanepada	gatyarthaH	0099	kaNk	kaki!
kac	1	atmanepada	bandhane	0192	kac	kaca!
kaj	1	parasmaipada	made ityeke	0265	kaj	kaja!
kaJc	1	atmanepada	dIptibandhanayoH	0193	kaYc	kaci!
kaT	1	parasmaipada	gatau	0330	kaw	kawI!
kaTh	1	parasmaipada	kRcchrajIvane	0385	kaW	kaWa!
kaD	6	parasmaipada	made	0108	kaq	kaqa!
kaD	1	parasmaipada	made	0417	kaq	kaqa!
kaDD	1	parasmaipada	kArkazye	0404	kaqq	kaqqa!
kaN	1	parasmaipada	gatau	0517	kaR	kaRa!
kaN	10	ubhayapada	nimIlane	0240	kaR	kaRa!
kaNTh	1	atmanepada	zoke	0297	kaRW	kaWi!
kaNTh	10	ubhayapada	zoke prAyeNotpUrva utkaNThAvacanaH	0385	kaRW	kaWi!
kaND	1	parasmaipada	made ityeke	0418	kaRq	kaqi!
kaND	10	ubhayapada	khaNDane bhedane	0067	kaRq	kaqi!
kaND	1	atmanepada	made	0316	kaRq	kaqi!
katth	1	atmanepada	zlAghAyAm	0037	katT	katTa!
katra	10	ubhayapada	zaithilye	0456	katra	katra
katha	10	ubhayapada	vAkyaprabandhe vAkyaprabandhane	0389	kaTa	kaTa
kad	1	atmanepada	vaiklavye vaikalya ityeke ityanye	0881	kad	kada!
kan	1	parasmaipada	dIptikAntigatiSu	0531	kan	kanI!
kand	1	parasmaipada	AhvAne rodane ca	0878	kand	kadi!
kand	1	atmanepada	vaiklavye vaikalya ityeke	0073	kand	kadi!
kap	1	atmanepada	kRpAyAM gatau ca ityanye	0877	kap	kapa!
kab	1	atmanepada	varNe	0440	kab	kabf!
kam	1	atmanepada	kAntau na mit 1949	0511	kam	kamu!
kamp	1	atmanepada	calane	0435	kamp	kapi!
karj	1	parasmaipada	vyathane	0260	karj	karja!
karN	10	ubhayapada	bhedane iti dhAtvantaramityapare	0470	karR	karRa!
kart	10	ubhayapada	ityapyeke	0457	kart	karta!
kard	1	parasmaipada	kutsite zabde	0061	kard	karda!
karb	1	parasmaipada	gatau	0486	karb	karba!
karv	1	parasmaipada	darpe	0664	karv	karva!
kala	10	ubhayapada	gatau saGkhyAne ca	0404	kala	kala
kal	10	ubhayapada	kSepe	0093	kal	kala!
kal	1	atmanepada	zabdasaGkhyAnayoH	0570	kal	kala!
kall	1	atmanepada	avyakte zabde azabda ityeke	0571	kall	kalla!
kaz	2	atmanepada	gatizAsanayoH ityanye ityapi	0016	kaS	kaSa!
kaS	1	parasmaipada	hiMsArthaH	0781	kaz	kaza!
kas	2	atmanepada	gatizAsanayoH ityeke	0015	kas	kasa!
kas	1	parasmaipada	gatau	0996	kas	kasa!
kAGkS	1	parasmaipada	kAGkSAyAm	0760	kANkz	kAkzi!
kAJc	1	atmanepada	dIptibandhanayoH	0194	kAYc	kAci!
kAla	10	ubhayapada	kAlopadeze ca iti pRthagdhAturityeke	0422	kAla	kAla
kAz	4	atmanepada	dIptau	0058	kAS	kASf!
kAz	1	atmanepada	dIptau	0734	kAS	kASf!
kAs	1	atmanepada	zabdakutsAyAm	0710	kAs	kAsf!
ki	3	parasmaipada	jJAne	0020	ki	ki
kiT	1	parasmaipada	gatau	0338	kiw	kiwa!
kit	3	parasmaipada	jJAne ca	0021	kit	kita!
kit	1	parasmaipada	nivAse rogApanayane ca	1148	kit	kita!
kil	6	parasmaipada	zvaityakrIDanayoH zvaitye	0080	kil	kila!
kIT	10	ubhayapada	varNe varaNe	0142	kIw	kIwa!
kIl	1	parasmaipada	bandhane	0602	kIl	kIla!
ku	1	atmanepada	zabde	1103	ku	kuN
ku	2	parasmaipada	zabde	0037	ku	ku
ku	6	atmanepada	zabde	0136	ku	kuN
kuMz	10	ubhayapada	bhASArthaH	0296	kuMS	kuSi!
kuMz	4	parasmaipada	saMzleSaNe zleSaNe ityapare	0128	kuMS	kuMSa!
kuMs	10	ubhayapada	bhASArthaH	0294	kuMs	kusi!
kuMs	4	parasmaipada	saMzleSaNe zleSaNe ityanye	0127	kuMs	kuMsa!
kuk	1	atmanepada	AdAne	0096	kuk	kuka!
kuc	1	parasmaipada	zabde tAre	0211	kuc	kuca!
kuc	6	parasmaipada	saGkocane	0095	kuc	kuca!
kuj	1	parasmaipada	steyakaraNe	0226	kuj	kuju!
kuJc	1	parasmaipada	kauTilyAlpIbhAvayoH	0212	kuYc	kuYca!
kuJj	1	parasmaipada	avyakte zabde	0255	kuYj	kuji!
kuT	10	atmanepada	chedane ityeke	0222	kuw	kuwa!
kuT	6	parasmaipada	kauTilye	0093	kuw	kuwa!
kuTT	10	ubhayapada	chedanabhartsanayoH	0034	kuww	kuwwa!
kuTT	10	atmanepada	pratApane	0226	kuww	kuwwa!
kuD	6	parasmaipada	bAlye	0113	kuq	kuqa!
kuNa	10	ubhayapada	AmantraNe	0435	kuRa	kuRa
kuN	6	parasmaipada	zabdopakaraNayoH zabdopatApayoH	0061	kuR	kuRa!
kuNT	1	parasmaipada	vaikalye ityeke	0363	kuRw	kuwi!
kuNTh	10	ubhayapada	rakSaNe veSTane ca rakSaNa ityeke ityanye	0070	kuRW	kuWi!
kuNTh	1	parasmaipada	ca gatipratighAte pratighAte ityeke	0397	kuRW	kuWi!
kuND	10	ubhayapada	anRtabhASaNe ityapare	0068	kuRq	kuqi!
kuND	1	atmanepada	dAhe	0303	kuRq	kuqi!
kuND	1	parasmaipada	vaikalye	0362	kuRq	kuqi!
kuts	10	atmanepada	avakSepane	0220	kuts	kutsa!
kuth	4	parasmaipada	pUtIbhAve	0012	kuT	kuTa!
kud	10	ubhayapada	anRtabhASaNe ityeke	0008	kud	kudf!
kunth	1	parasmaipada	hiMsAsaGklezanayoH	0045	kunT	kuTi!
kunth	9	parasmaipada	saMzleSaNe	0050	kunT	kunTa!
kundr	10	ubhayapada	anRtabhASaNe	0007	kundr	kudri!
kup	10	ubhayapada	bhASArthaH	0310	kup	kupa!
kup	4	parasmaipada	krodhe	0146	kup	kupa!
kumAra	10	ubhayapada	krIDAyAm	0418	kumAra	kumAra
kumb	10	ubhayapada	AcchAdane chAdane	0157	kumb	kubi!
kumb	1	parasmaipada	AcchAdane chAdane	0492	kumb	kubi!
kumbh	10	ubhayapada	AcchAdane chAdane ityeke	0158	kumB	kuBi!
kur	6	parasmaipada	zabde	0067	kur	kura!
kurd	1	atmanepada	krIDAyAmeva	0021	kurd	kurda!
kul	1	parasmaipada	saMstyAne bandhuSu ca	0976	kul	kula!
kuz	4	parasmaipada	saMzleSaNe zleSaNe ityeke	0126	kuS	kuSa!
kuS	9	parasmaipada	niSkarSe	0054	kuz	kuza!
kus	4	parasmaipada	saMzleSaNe zleSaNe	0125	kus	kusa!
kusm	10	atmanepada	nAmno vA kutsismayane	0236	kusm	kusma!
kuha	10	atmanepada	vismApane	0443	kuha	kuha
kU	6	atmanepada	zabde ityeke	0137	kU	kUN
kUj	1	parasmaipada	avyakte zabde	0254	kUj	kUja!
kUTa	10	ubhayapada	paritApe paridAha ityanye	0432	kUwa	kUwa
kUT	10	atmanepada	apradAne avasAdana ityeke	0225	kUw	kUwa!
kUN	10	ubhayapada	zrAvaNe nimantraNe ca saGkocane'pi	0438	kUR	kURa!
kUN	10	atmanepada	saGkocane	0211	kUR	kURa!
kUl	1	parasmaipada	AvaraNe	0603	kUl	kUla!
kR	8	ubhayapada	karaNe	0010	kf	qukfY
kR	1	ubhayapada	karaNe	1048	kf	kfY
kR	5	ubhayapada	hiMsAyAm	0007	kf	kfY
kRD	6	parasmaipada	ghanatve	0112	kfq	kfqa!
kRNv	1	parasmaipada	hiMsAkaraNayozca	0682	kfRv	kfvi!
kRt	6	parasmaipada	chedane	0171	kft	kftI!
kRt	7	parasmaipada	veSTane	0010	kft	kftI!
kRpa	10	ubhayapada	daurbalye	0408	kfpa	kfpa
kRp	10	ubhayapada	avakalkane mizrIkaraNa ityeke cintana ityanye	0278	kfp	kfpa!
kRp	1	atmanepada	krapa!m kapa!m kRpAyAM gatau ca	0875	kfp	kfpa!
kRz	4	parasmaipada	tanUkaraNe	0140	kfS	kfSa!
kRS	6	ubhayapada	vilekhane	0006	kfz	kfza!
kRS	1	parasmaipada	vilekhane	1145	kfz	kfza!
kRR	6	parasmaipada	vikSepe nikSepe	0145	kF	kF
kRR	9	ubhayapada	hiMsAyAm	0018	kF	kFY
kRR	9	parasmaipada	hiMsAyAm	0031	kF	kF
kRRt	10	ubhayapada	saMzabdane	0155	kFt	kFta!
klRp	1	atmanepada	sAmarthye	0866	kxp	kfpU!
keta	10	ubhayapada	zrAvaNe nimantraNe ca	0437	keta	keta
kep	1	atmanepada	kampane ca	0426	kep	kepf!
kel	1	parasmaipada	calane	0616	kel	kelf!
kev	1	atmanepada	sevane ityapyeke	0583	kev	kevf!
kai	1	parasmaipada	zabde	1064	kE	kE
knath	1	parasmaipada	hiMsArthaH	0911	knaT	knaTa!
knas	4	parasmaipada	hvaraNadIptyoH mit 1939	0007	knas	knasu!
knU	9	ubhayapada	zabde	0012	knU	knUY
knUy	1	atmanepada	zabda unde ca	0558	knUy	knUyI!
kmar	1	parasmaipada	hUrchane	0636	kmar	kmara!
krath	1	parasmaipada	hiMsArthaH	0912	kraT	kraTa!
krad	1	atmanepada	vaiklavye vaikalya ityeke ityanye	0882	krad	krada!
krand	1	parasmaipada	AhvAne rodane ca	0879	krand	kradi!
krand	1	atmanepada	vaiklavye vaikalya ityeke	0074	krand	kradi!
krap	1	atmanepada	kRpAyAM gatau ca ityeke	0876	krap	krapa!
kram	1	parasmaipada	pAdavikSepe	0545	kram	kramu!
krI	9	ubhayapada	dravyavinimaye	0001	krI	qukrIY
krID	1	parasmaipada	vihAre	0405	krIq	krIqf!
kruJc	1	parasmaipada	kauTilyAlpIbhAvayoH	0213	kruYc	kruYca!
kruD	6	parasmaipada	nimajjane ityeke	0128	kruq	kruqa!
krudh	4	parasmaipada	krodhe kope	0086	kruD	kruDa!
kruz	1	parasmaipada	AhvAne rodane ca	0992	kruS	kruSa!
klath	1	parasmaipada	hiMsArthAH	0913	klaT	klaTa!
klad	1	atmanepada	vaiklavye vaikalya ityeke ityanye	0883	klad	klada!
kland	1	parasmaipada	AhvAne rodane ca	0880	kland	kladi!
kland	1	atmanepada	vaiklavye vaikalya ityeke ityanye	0075	kland	kladi!
klap	10	ubhayapada	vyaktAyAM vAci ityeke	0162	klap	klapa!
klam	4	parasmaipada	glAnau	0104	klam	klamu!
klid	4	parasmaipada	AdrIbhAve	0157	klid	klidU!
klind	1	atmanepada	paridevane	0015	klind	klidi!
klind	1	parasmaipada	paridevane	0076	klind	klidi!
kliz	4	atmanepada	upatApe	0057	kliS	kliSa!
kliz	9	parasmaipada	vibAdhane	0058	kliS	kliSU!
klIb	1	atmanepada	adhArSThye	0441	klIb	klIbf!
klu	1	atmanepada	gatau ityeke	1113	klu	kluN
klez	1	atmanepada	avyaktAyAM vAci bAdhana ityanye iti durgaH	0691	kleS	kleSa!
kvaN	1	parasmaipada	zabdArthaH	0518	kvaR	kvaRa!
kvath	1	parasmaipada	niSpAke	0981	kvaT	kvaTe!
kSaJj	10	ubhayapada	kRcchrajIvane	0113	kzaYj	kzaji!
kSaJj	1	atmanepada	gatidAnayoH	0873	kzaYj	kzaji!
kSaN	8	ubhayapada	hiMsAyAm	0003	kzaR	kzaRu!
kSap	10	ubhayapada	preraNe	0487	kzap	kzapa!
kSam	4	parasmaipada	sahane	0103	kzam	kzamU!
kSam	1	atmanepada	sahane	0510	kzam	kzamU!z
kSamp	10	ubhayapada	kSAntyAm	0112	kzamp	kzapi!
kSar	1	parasmaipada	saJcalane	0986	kzar	kzara!
kSal	10	ubhayapada	zaucakarmaNi	0086	kzal	kzala!
kSi	5	parasmaipada	kSI' hiMsAyAm kSirbhASAyAmityeke	0033	kzi	kzi
kSi	1	parasmaipada	kSaye	0269	kzi	kzi
kSi	6	parasmaipada	nivAsagatyoH	0143	kzi	kzi
kSiN	8	ubhayapada	hiMsAyAm ca	0004	kziR	kziRu!
kSip	6	ubhayapada	preraNe	0005	kzip	kzipa!
kSip	4	parasmaipada	prerane	0015	kzip	kzipa!
kSiv	1	parasmaipada	nirasane	0648	kziv	kzivu!
kSI	5	parasmaipada	hiMsAyAm ityeke kSirbhASAyAmityeke	0039	kzI	kzI
kSIj	1	parasmaipada	avyakte zabde	0270	kzIj	kzIja!
kSIb	1	atmanepada	made	0442	kzIb	kzIbf!
kSIv	1	atmanepada	made ityeke	0443	kzIv	kzIvf!
kSI	9	parasmaipada	hiMsAyAm	0042	kzI	kzIz
kSu	2	parasmaipada	zabde	0031	kzu	wukzu
kSud	7	ubhayapada	sampreSaNe	0006	kzud	kzudi!r
kSudh	4	parasmaipada	bubhukSAyAm	0087	kzuD	kzuDa!
kSubh	9	parasmaipada	saJcalane	0055	kzuB	kzuBa!
kSubh	4	parasmaipada	saJcalane	0154	kzuB	kzuBa!
kSubh	1	atmanepada	saJcalane	0854	kzuB	kzuBa!
kSur	6	parasmaipada	vilekhane	0070	kzur	kzura!
kSur	1	parasmaipada	saJcaye	0987	kzur	kzura!
kSev	1	parasmaipada	nirasane	0649	kzev	kzevu!
kSai	1	parasmaipada	kSaye	1061	kzE	kzE
kSoTa	10	ubhayapada	kSepe	0416	kzowa	kzowa
kSNu	2	parasmaipada	tejane	0032	kzRu	kzRu
kSmAy	1	atmanepada	vidhUnane	0559	kzmAy	kzmAyI!
kSmIl	1	parasmaipada	nimeSaNe	0598	kzmIl	kzmIla!
kSvid	4	atmanepada	snehanamocanayoH gAtraprasravaNe	0159	kzvid	YikzvidA!
kSvid	1	parasmaipada	avyakte zabde	1133	kzvid	YikzvidA!
kSvel	1	parasmaipada	calane	0618	kzvel	kzvelf!
khac	9	parasmaipada	bhUtaprAdurbhAve	0067	Kac	Kaca!
khaj	1	parasmaipada	manthe	0264	Kaj	Kaja!
khaJj	1	parasmaipada	gativaikalye	0266	KaYj	Kaji!
khaT	1	parasmaipada	kAGkSAyAm	0346	Kaw	Kawa!
khaTT	10	ubhayapada	saMvaraNe	0127	Kaww	Kawwa!
khaD	10	ubhayapada	khaNDane bhedane	0065	Kaq	Kaqa!
khaND	10	ubhayapada	khaNDane bhedane	0066	KaRq	Kaqi!
khaND	1	atmanepada	manthe	0317	KaRq	Kaqi!
